"TOA5","8321","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20210628.CR6","65065","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_9"
"2021-06-28 15:20:00",8,13.25,35.74,26.82092,22.79278,18.77358,13.98809,12.07177,9.941553,9.801202,9.80221,9.782068,9.766749,-0.076762,-0.679034,9.93671,-0.068853,-0.607127,9.80155,210628,161911,20.531,35.26,38.55,25.05,22.64,2.04,1.68,6.7,1.01,0.91,6.05,17.91,2.95,2.085,5.81,12.59,1.19,13.05577,9.749746
"2021-06-28 15:30:00",9,13.33,35.56,27.02145,22.86083,18.86447,13.85528,11.91659,9.906274,9.805598,9.79989,9.782801,9.775202,-0.077541,-0.685579,9.91525,-0.065367,-0.576388,9.80139,210628,162911,20.539,35.3,38.59,25.08,26.23,2.36,2.52,10.13,1.3,1.2,6.13,18.15,2.94,2.078,5.81,12.3,1.21,13.05677,9.759562
"2021-06-28 15:40:00",10,13.23,35.59,27.24475,22.95565,18.75579,13.74206,11.6253,9.857508,9.794916,9.805048,9.782038,9.771113,-0.078868,-0.696573,9.870479,-0.090465,-0.797696,9.80139,210628,163911,20.422,35.41,38.8,25.22,8.42,0.76,1.13,4.49,0.58,0.47,6.16,18.24,2.94,2.076,5.81,12.24,1.2,13.05625,9.76544
"2021-06-28 15:50:00",11,13.24,35.85,27.43649,22.86065,18.61398,13.96798,11.56222,9.83819,9.790278,9.795435,9.780878,9.779108,-0.081522,-0.719728,9.8534,-0.09611,-0.847913,9.82319,210628,164911,20.369,35.03,38.42,24.98,7.25,0.65,0.97,3.85,0.44,0.33,6.12,18.13,2.94,2.078,5.81,12.56,1.21,13.05621,9.771786
"2021-06-28 16:00:00",12,15.34,35.99,27.46829,22.76705,18.44479,14.38577,11.66555,9.824335,9.792017,9.809442,9.781,9.764856,-0.082279,-0.72626,9.84495,-0.09923,-0.874961,9.80029,210628,165911,20.155,34.64,38.17,24.81,4.46,0.4,1.25,4.98,0.54,0.44,5.99,17.72,2.95,2.084,5.81,12.32,1.2,13.05665,9.750336
"2021-06-28 16:10:00",13,13.34,36.12,27.80599,22.61099,18.41296,14.63467,11.84896,9.833399,9.790399,9.794519,9.780603,9.760981,-0.083433,-0.736382,9.84088,-0.101247,-0.892731,9.79951,210628,170911,20.12,34.53,38.08,24.75,12.07,1.1,1.02,4.05,0.58,0.48,5.87,17.36,2.96,2.09,5.81,12.35,1.19,13.05659,9.744999
"2021-06-28 16:20:00",14,13.23,35.96,28.29733,22.74005,18.35241,14.57608,11.81472,9.828455,9.789575,9.797907,9.78216,9.763544,-0.083978,-0.741155,9.83915,-0.100666,-0.887634,9.80061,210628,171911,20.03,34.65,38.28,24.89,16.51,1.5,1.46,5.85,0.93,0.83,5.74,16.98,2.96,2.091,5.81,12.52,1.2,13.05709,9.748761
"2021-06-28 16:30:00",15,13.28,35.87,29.11651,22.91632,18.39193,14.74645,11.65539,9.82522,9.790888,9.798853,9.782922,9.76391,-0.084892,-0.749046,9.82882,-0.101164,-0.892017,9.80029,210628,172911,20.095,34.57,38.14,24.79,6.63,0.6,1.35,5.37,0.59,0.49,5.92,17.51,2.96,2.09,5.81,12.26,1.2,13.05551,9.747686
"2021-06-28 16:40:00",16,13.24,35.87,29.72994,23.419,18.45193,14.76257,11.66439,9.831934,9.795923,9.798548,9.783625,9.76333,-0.085279,-0.752674,9.84072,-0.102097,-0.900243,9.80029,210628,173911,20.086,34.45,38.01,24.71,4.79,0.43,1.07,4.25,0.49,0.38,5.94,17.57,2.95,2.085,5.81,12.24,1.21,13.05736,9.749996
"2021-06-28 16:50:00",17,13.2,35.84,29.2889,23.72793,18.20541,14.54229,11.47863,9.854395,9.793726,9.796442,9.782526,9.765466,-0.085039,-0.750698,9.84902,-0.103077,-0.908904,9.80139,210628,174911,20.245,34.8,38.28,24.88,5.35,0.48,1.33,5.32,0.56,0.45,6.07,17.96,2.94,2.076,5.81,12.38,1.2,13.05751,9.749298
"2021-06-28 17:00:00",18,13.26,35.87,28.64245,23.78985,18.08547,14.19213,11.55163,9.883662,9.797602,9.800654,9.783594,9.765558,-0.085771,-0.757843,9.887241,-0.102977,-0.90802,9.80108,210628,175911,20.279,34.91,38.37,24.94,4.79,0.43,1.06,4.21,0.41,0.3,6.09,18.03,2.94,2.072,5.8,12.25,1.21,13.0581,9.752092
"2021-06-28 17:10:00",19,13.25,35.88,28.15829,24.03457,17.98596,14.01525,11.66445,9.899927,9.799342,9.801202,9.781183,9.767084,-0.08157,-0.720813,9.8924,-0.103957,-0.916687,9.80218,210628,180911,20.16,34.43,37.94,24.66,4.37,0.4,1.2,4.78,0.43,0.33,6.03,17.86,2.94,2.072,5.81,12.8,1.2,13.05719,9.754815
"2021-06-28 17:20:00",20,13.29,35.84,28.45403,23.90512,17.80447,13.89764,11.82391,9.908319,9.800378,9.802332,9.782557,9.765711,-0.084689,-0.74836,9.89178,-0.095571,-0.842706,9.80077,210628,181911,20.015,34.34,37.95,24.67,3.62,0.33,1.69,6.76,0.67,0.57,5.99,17.72,2.93,2.071,5.81,12.25,1.2,13.0558,9.749942
"2021-06-28 17:30:00",21,13.23,35.77,28.77752,23.92471,17.89321,13.91717,11.91577,9.945124,9.800165,9.80398,9.782984,9.770197,-0.08397,-0.742369,9.91213,-0.101203,-0.892381,9.80123,210628,182911,20.026,34.41,38.02,24.71,2.5,0.23,1.2,4.76,0.57,0.46,6,17.75,2.93,2.068,5.8,12.64,1.2,13.05794,9.752898
"2021-06-28 17:40:00",22,13.3,35.7,29.09692,23.81521,18.13067,13.98214,11.84091,9.893518,9.801478,9.803644,9.784143,9.764307,-0.084446,-0.74621,9.891481,-0.100847,-0.889209,9.79967,210628,183911,19.843,34.45,38.21,24.84,1.8,0.16,1.85,7.42,0.7,0.6,5.85,17.3,2.93,2.07,5.81,12.26,1.21,13.05886,9.745411
"2021-06-28 17:50:00",23,13.41,35.62,29.32385,23.54571,18.04293,14.01461,11.68746,9.84643,9.801905,9.803614,9.785486,9.762812,-0.085412,-0.754164,9.85874,-0.103446,-0.912176,9.80202,210628,184911,19.934,34.5,38.2,24.83,1.86,0.17,1.69,6.75,0.78,0.68,5.92,17.52,2.95,2.081,5.81,12.27,1.2,13.05858,9.745286
"2021-06-28 18:00:00",24,13.24,35.5,29.18441,22.84103,17.9877,14.08163,11.62234,9.82989,9.798395,9.802942,9.785944,9.761408,-0.086783,-0.765896,9.83822,-0.103408,-0.911771,9.79903,210628,185911,20.123,34.59,38.15,24.8,3.89,0.35,1.49,5.94,0.65,0.54,6.02,17.83,2.96,2.087,5.81,12.24,1.2,13.05868,9.745072
"2021-06-28 18:10:00",25,13.24,35.36,29.3482,22.4501,18.10342,14.2676,11.58999,9.803644,9.797266,9.801325,9.783991,9.764307,-0.083648,-0.737908,9.81989,-0.104388,-0.920429,9.79967,210628,190911,20.002,34.43,38.06,24.74,2.99,0.27,2.2,8.810001,0.81,0.71,5.88,17.41,2.96,2.091,5.81,12.68,1.2,13.05838,9.74586
"2021-06-28 18:20:00",26,13.28,35.15,29.45388,22.3793,18.15374,14.55364,11.60855,9.796167,9.799342,9.80337,9.782526,9.761652,-0.085753,-0.756393,9.81503,-0.103579,-0.913309,9.79998,210628,191911,19.791,34.36,38.15,24.8,3.22,0.29,2.72,10.92,0.9,0.8,5.8,17.17,2.97,2.097,5.8,12.24,1.2,13.05792,9.74561
"2021-06-28 18:30:00",27,13.28,34.95,29.32891,22.25115,18.17184,14.58132,11.52731,9.798609,9.801111,9.804957,9.783381,9.761835,-0.084366,-0.744268,9.82114,-0.102267,-0.901741,9.80045,210628,192911,19.711,34.4,38.26,24.87,2.12,0.19,2.31,9.28,0.88,0.78,5.82,17.22,2.99,2.107,5.81,12.24,1.2,13.05904,9.745286
"2021-06-28 18:40:00",28,13.56,34.73,29.15325,22.36563,18.19705,14.69979,11.49029,9.803339,9.806452,9.805109,9.784602,9.761438,-0.083831,-0.739515,9.81909,-0.104205,-0.918794,9.79857,210628,193911,19.88,34.39,38.12,24.78,3,0.27,1.86,7.43,0.68,0.58,5.82,17.23,2.99,2.109,5.81,12.62,1.2,13.0591,9.745966
"2021-06-28 18:50:00",29,13.24,34.32,28.84411,22.39602,18.38552,14.77334,11.4179,9.797052,9.796838,9.804865,9.784143,9.763026,-0.085013,-0.749927,9.81847,-0.101006,-0.890604,9.79951,210628,194911,19.982,34.47,38.13,24.78,3.48,0.32,1.35,5.38,0.55,0.45,5.91,17.48,2.99,2.109,5.81,12.26,1.21,13.05926,9.747614
"2021-06-28 19:00:00",30,13.19,33.63,28.93096,22.4837,18.15994,14.83905,11.66708,9.779779,9.800531,9.805658,9.786646,9.764429,-0.086393,-0.761813,9.80233,-0.1014,-0.894106,9.80077,210628,195911,19.894,34.18,37.87,24.61,2.92,0.27,2.34,9.41,1.01,0.91,5.87,17.37,2.99,2.11,5.8,12.21,1.2,13.0587,9.748474
"2021-06-28 19:10:00",31,13.17,32.82,28.8912,22.34414,18.03301,14.80706,11.92404,9.778254,9.800714,9.803522,9.786462,9.766657,-0.087009,-0.767162,9.79826,-0.104091,-0.917828,9.80061,210628,200911,19.968,34.35,38,24.7,4.88,0.44,1.36,5.41,0.6,0.49,5.89,17.44,2.99,2.111,5.81,12.19,1.21,13.05848,9.749638
"2021-06-28 19:20:00",32,13.13,32.05,28.63531,22.41253,18.08935,14.92446,12.08608,9.785181,9.799189,9.807459,9.787348,9.76507,-0.085814,-0.756685,9.80139,-0.103577,-0.91331,9.80123,210628,201911,19.938,34.27,37.94,24.66,4.48,0.41,1.23,4.88,0.64,0.53,5.94,17.58,2.99,2.109,5.81,12.17,1.2,13.05917,9.748724
"2021-06-28 19:30:00",33,13.13,31.37,28.62362,22.47277,18.11016,14.89538,12.08261,9.79339,9.796961,9.804621,9.786646,9.764551,-0.086117,-0.759669,9.81879,-0.103305,-0.910921,9.80155,210628,202911,20.058,34.41,38,24.7,5.91,0.54,1.01,4.01,0.5,0.4,5.97,17.68,2.99,2.108,5.81,12.13,1.21,13.06022,9.749244
"2021-06-28 19:40:00",34,13.12,30.77,28.53216,22.63812,18.33788,14.97793,11.98141,9.783991,9.802485,9.807825,9.788355,9.767938,-0.086839,-0.765811,9.80625,-0.104759,-0.92372,9.80045,210628,203911,20.179,34.74,38.27,24.87,5.52,0.5,1.47,5.86,0.57,0.46,6.02,17.81,2.98,2.104,5.81,12.12,1.21,13.05962,9.758255
"2021-06-28 19:50:00",35,13.08,30.25,28.40975,22.62017,18.3822,15.01647,11.95288,9.77691,9.800501,9.803888,9.785486,9.761866,-0.086962,-0.766774,9.79935,-0.101118,-0.891643,9.8017,210628,204911,20.114,34.45,37.99,24.7,3.11,0.28,1.1,4.39,0.51,0.4,6.02,17.81,2.98,2.101,5.81,12.12,1.2,13.05999,9.747776
"2021-06-28 20:00:00",36,13.07,29.79,28.54928,22.50268,18.39395,14.97396,11.66699,9.768214,9.796442,9.80755,9.786066,9.767817,-0.087044,-0.76742,9.79527,-0.106042,-0.935027,9.80029,210628,205911,20.078,34.47,38.05,24.73,5.18,0.47,1.03,4.11,0.51,0.4,5.98,17.69,2.97,2.099,5.81,12.12,1.2,13.06018,9.752306
"2021-06-28 20:10:00",37,13.08,29.37,28.47921,22.46536,18.51589,14.94836,11.35351,9.766657,9.794977,9.801996,9.784296,9.774439,-0.087649,-0.77273,9.79417,-0.103578,-0.913287,9.79951,210628,210911,20.078,34.57,38.16,24.8,7.44,0.68,0.96,3.79,0.56,0.46,5.93,17.54,2.97,2.1,5.8,12.12,1.21,13.0593,9.764634
"2021-06-28 20:20:00",38,13.08,28.98,28.46002,22.45046,18.57455,14.84643,11.2467,9.766046,9.794916,9.800623,9.784022,9.765009,-0.087235,-0.769082,9.79402,-0.105303,-0.928508,9.79998,210628,211911,20.072,34.55,38.15,24.79,6.86,0.62,0.84,3.33,0.57,0.47,5.9,17.45,2.98,2.102,5.8,12.12,1.2,13.0608,9.748098
"2021-06-28 20:30:00",39,13.08,28.61,28.49517,22.34109,18.44573,14.95993,11.01174,9.768671,9.795526,9.803186,9.78509,9.764795,-0.087554,-0.771905,9.79449,-0.104352,-0.920115,9.79983,210628,212911,19.988,34.35,37.99,24.69,5.26,0.48,1.31,5.21,0.56,0.46,5.88,17.41,2.98,2.104,5.8,12.12,1.21,13.06099,9.748761
"2021-06-28 20:40:00",40,13.08,28.25,28.58721,22.30859,18.48983,14.73529,11.01101,9.771387,9.79629,9.807428,9.785425,9.765222,-0.082469,-0.727072,9.79433,-0.104595,-0.922305,9.80202,210628,213911,19.874,34.28,38,24.7,3.4,0.31,1.68,6.72,0.65,0.54,5.85,17.32,2.99,2.109,5.81,12.12,1.2,13.06038,9.749621
"2021-06-28 20:50:00",41,13.06,27.93,28.4252,22.36733,18.46835,14.62445,11.29525,9.777307,9.799555,9.806879,9.787714,9.764948,-0.084054,-0.741119,9.79857,-0.105481,-0.930083,9.80045,210628,214911,19.81,34.25,38.02,24.71,3.75,0.34,1.63,6.5,0.65,0.55,5.78,17.1,2.99,2.114,5.81,12.12,1.21,13.06056,9.748868
"2021-06-28 21:00:00",42,13.05,27.63,28.4186,22.48059,18.48065,14.5209,11.32586,9.795649,9.80694,9.805322,9.786982,9.764307,-0.086052,-0.759126,9.82035,-0.106474,-0.938829,9.79983,210628,215911,19.636,34.4,38.33,24.91,1.47,0.13,2.51,10.1,1.03,0.93,5.74,16.99,3,2.118,5.8,12.12,1.2,13.06122,9.748545
"2021-06-28 21:10:00",43,13.05,27.37,28.38241,22.36868,18.4363,14.4147,11.38296,9.798914,9.802698,9.805658,9.785853,9.768274,-0.087522,-0.772102,9.82066,-0.106608,-0.940036,9.80108,210628,220911,19.661,34.41,38.31,24.9,1.51,0.14,1.57,6.29,0.78,0.68,5.75,16.99,3.01,2.124,5.81,12.12,1.21,13.06019,9.75288
"2021-06-28 21:20:00",44,13.05,27.14,28.32662,22.12707,18.46267,14.531,11.40676,9.790674,9.80041,9.805353,9.786066,9.767084,-0.087743,-0.773892,9.81203,-0.104547,-0.921861,9.80108,210628,221911,19.803,34.19,37.96,24.67,1.31,0.12,1.72,6.9,0.79,0.69,5.81,17.18,3.01,2.124,5.81,12.12,1.2,13.06097,9.752039
"2021-06-28 21:30:00",45,13.05,26.94,28.25634,21.89422,18.59448,14.53152,11.24557,9.783655,9.799433,9.801966,9.784815,9.762934,-0.087313,-0.770143,9.81439,-0.10382,-0.915439,9.80029,210628,222911,19.962,34.43,38.09,24.76,4.79,0.44,1.13,4.51,0.57,0.46,5.9,17.46,3.02,2.128,5.81,12.12,1.21,13.06139,9.746827
"2021-06-28 21:40:00",46,13.04,26.78,28.20098,21.95776,18.63262,14.47717,11.38259,9.781336,9.795038,9.799219,9.780909,9.758386,-0.087082,-0.767863,9.80138,-0.104935,-0.925234,9.79888,210628,223911,19.988,34.41,38.05,24.73,5.48,0.5,0.86,3.39,0.52,0.42,5.9,17.45,3.02,2.13,5.81,12.12,1.2,13.06276,9.742547
"2021-06-28 21:50:00",47,13.03,26.64,28.12094,22.23852,18.69567,14.36642,11.51834,9.78921,9.79635,9.801081,9.78219,9.754114,-0.086889,-0.766373,9.812841,-0.105622,-0.93126,9.79732,210628,224911,20.131,34.67,38.23,24.85,4.76,0.43,1.21,4.82,0.63,0.53,5.92,17.51,3.02,2.129,5.81,12.12,1.2,13.06232,9.740936
"2021-06-28 22:00:00",48,13.04,26.51,28.06069,22.30569,18.7105,14.41012,11.49542,9.788477,9.797662,9.801202,9.78097,9.757379,-0.088815,-0.783365,9.81298,-0.105428,-0.929565,9.79826,210628,225911,20.155,34.88,38.44,24.99,3.5,0.32,1.55,6.21,0.7,0.6,5.86,17.35,3.01,2.127,5.81,12.12,1.2,13.0609,9.742062
"2021-06-28 22:10:00",49,13.02,26.44,27.99612,22.20886,18.56173,14.4075,11.47705,9.781061,9.799342,9.805842,9.782862,9.75921,-0.087088,-0.767916,9.80093,-0.105795,-0.932825,9.79935,210628,230911,20.174,34.71,38.23,24.85,4.84,0.44,1.39,5.53,0.7,0.6,6,17.77,3.01,2.125,5.81,12.12,1.21,13.06165,9.744694
"2021-06-28 22:20:00",50,13,26.47,27.95281,22.26226,18.57662,14.51663,11.53832,9.800074,9.800196,9.805353,9.785181,9.765955,-0.0871,-0.768215,9.81174,-0.107572,-0.948554,9.80186,210628,231911,20.27,34.76,38.21,24.84,5.2,0.47,1.13,4.51,0.56,0.46,6.12,18.12,3.01,2.123,5.8,12.11,1.2,13.06136,9.751698
"2021-06-28 22:30:00",51,13.01,26.49,27.89733,22.2843,18.51504,14.61025,11.58093,9.807886,9.805902,9.806299,9.785456,9.764094,-0.087236,-0.769745,9.83022,-0.104353,-0.920126,9.79998,210628,232911,20.299,35.03,38.49,25.02,4.87,0.44,1.14,4.54,0.53,0.43,6.12,18.11,3,2.119,5.81,12.02,1.2,13.06332,9.748635
"2021-06-28 22:40:00",52,13.01,26.42,27.83386,22.34252,18.50418,14.61636,11.62774,9.817804,9.805262,9.80694,9.785211,9.765619,-0.088107,-0.777542,9.83586,-0.105169,-0.927327,9.80013,210628,233911,20.244,34.87,38.35,24.93,2.81,0.25,0.84,3.32,0.4,0.3,6.1,18.07,3,2.119,5.81,12.04,1.2,13.06323,9.749386
"2021-06-28 22:50:00",53,13,26.32,27.76107,22.33483,18.59432,14.61544,11.64694,9.810327,9.802668,9.807764,9.785791,9.769129,-0.087366,-0.770855,9.82819,-0.10684,-0.942067,9.80045,210628,234911,20.261,34.73,38.19,24.82,3.39,0.31,0.92,3.66,0.45,0.35,6.14,18.17,3,2.119,5.81,12.02,1.2,13.06399,9.753094
"2021-06-28 23:00:00",54,13,26.22,27.71139,22.27078,18.63333,14.63037,11.51623,9.790582,9.801081,9.805719,9.786341,9.767969,-0.088033,-0.776594,9.82019,-0.107604,-0.949148,9.81565,210628,235911,20.388,35.07,38.46,25,6.15,0.56,0.59,2.29,0.36,0.26,6.19,18.34,3,2.118,5.81,12.02,1.21,13.06216,9.756946
"2021-06-28 23:10:00",55,13.01,26.14,27.65167,22.31368,18.74395,14.64511,11.53924,9.782801,9.803278,9.806604,9.786524,9.768182,-0.087905,-0.77525,9.80843,-0.106945,-0.943025,9.80186,210629,911,20.472,35.11,38.44,24.98,8.35,0.75,0.54,2.11,0.39,0.29,6.19,18.34,3,2.115,5.81,12.01,1.2,13.06136,9.752145
"2021-06-28 23:20:00",56,13,26.06,27.61163,22.39437,18.79135,14.51968,11.48049,9.799799,9.802118,9.807764,9.787683,9.768671,-0.087762,-0.774223,9.82114,-0.107129,-0.944783,9.807979,210629,1911,20.452,35.1,38.43,24.98,8.01,0.72,0.58,2.26,0.39,0.29,6.18,18.31,3,2.115,5.81,12.01,1.21,13.06315,9.753274
"2021-06-28 23:30:00",57,13,25.98,27.56121,22.38226,18.8598,14.49346,11.34606,9.796991,9.801142,9.807123,9.788507,9.767328,-0.08746,-0.771541,9.82019,-0.107108,-0.944436,9.80077,210629,2911,20.431,35.14,38.5,25.02,7.07,0.64,0.64,2.52,0.49,0.39,6.18,18.3,3,2.115,5.81,12,1.2,13.06319,9.752414
"2021-06-28 23:40:00",58,13,25.9,27.46673,22.34081,18.73968,14.57922,11.27172,9.793757,9.801294,9.805628,9.789942,9.769129,-0.088705,-0.78251,9.81941,-0.107968,-0.952012,9.80029,210629,3911,20.315,34.92,38.35,24.93,5.06,0.46,0.92,3.63,0.5,0.39,6.11,18.1,3,2.117,5.81,12,1.21,13.06397,9.75211
"2021-06-28 23:50:00",59,12.99,25.8,27.44671,22.31802,18.62728,14.53872,11.26361,9.841517,9.802454,9.805872,9.786677,9.766352,-0.087617,-0.773183,9.83398,-0.107567,-0.948475,9.80045,210629,4911,20.321,34.97,38.4,24.96,5.13,0.46,0.73,2.87,0.44,0.34,6.15,18.2,3,2.119,5.81,12,1.2,13.06303,9.751464
"2021-06-29 00:00:00",60,12.97,25.79,27.40042,22.19564,18.68267,14.50228,11.31396,9.840479,9.802485,9.807825,9.784784,9.764398,-0.087825,-0.775218,9.8448,-0.106963,-0.943162,9.80093,210629,5911,20.395,34.95,38.32,24.91,7.49,0.68,0.8,3.16,0.44,0.34,6.14,18.18,3,2.118,5.81,12,1.21,13.06458,9.749316
"2021-06-29 00:10:00",61,12.97,25.82,27.34735,22.15771,18.55874,14.37493,11.43472,9.824854,9.808283,9.805811,9.786005,9.76446,-0.088006,-0.77682,9.845101,-0.106142,-0.935903,9.79998,210629,10911,20.452,34.98,38.31,24.9,7.99,0.72,0.59,2.32,0.46,0.36,6.15,18.2,3,2.118,5.81,11.99,1.2,13.06417,9.749441
"2021-06-29 00:20:00",62,13.01,25.68,27.32815,22.25826,18.51171,14.40707,11.50204,9.834955,9.809412,9.811578,9.789026,9.768915,-0.088733,-0.783427,9.85561,-0.107633,-0.949544,9.82192,210629,11911,20.42,34.96,38.32,24.91,7.09,0.64,0.62,2.42,0.43,0.32,6.15,18.21,3,2.118,5.81,12,1.21,13.06461,9.756552
"2021-06-29 00:30:00",63,12.96,25.56,27.28958,22.35867,18.58239,14.2817,11.6015,9.862421,9.814539,9.812586,9.790308,9.767878,-0.088017,-0.777314,9.86673,-0.107044,-0.943888,9.80155,210629,12911,20.476,34.99,38.3,24.89,8.28,0.75,0.83,3.27,0.42,0.32,6.2,18.37,3,2.114,5.8,11.98,1.2,13.06448,9.751913
"2021-06-29 00:40:00",64,12.97,25.62,27.2539,22.32327,18.61437,14.25787,11.67236,9.874384,9.817957,9.809534,9.788142,9.757197,-0.087427,-0.772538,9.89068,-0.106003,-0.934669,9.79951,210629,13911,20.514,35.08,38.37,24.94,9,0.81,0.45,1.75,0.33,0.23,6.19,18.33,2.99,2.112,5.81,11.98,1.2,13.06425,9.74319
"2021-06-29 00:50:00",65,12.96,25.79,27.20822,22.26293,18.6936,14.20599,11.7525,9.892114,9.814509,9.808527,9.783808,9.759394,-0.087738,-0.775317,9.89256,-0.105931,-0.934006,9.79841,210629,14911,20.558,35.09,38.35,24.93,11.45,1.03,0.44,1.68,0.37,0.26,6.28,18.58,2.99,2.111,5.81,11.97,1.2,13.06369,9.743944
"2021-06-29 01:00:00",66,12.95,25.93,27.17526,22.31857,18.78936,14.17602,11.77423,9.910181,9.81695,9.8081,9.783411,9.762354,-0.088389,-0.781481,9.914641,-0.107342,-0.946519,9.80155,210629,15911,20.531,35.14,38.42,24.97,10.52,0.95,0.63,2.47,0.46,0.36,6.27,18.56,2.99,2.11,5.81,11.97,1.21,13.06492,9.747489
"2021-06-29 01:10:00",67,12.96,26.06,27.15075,22.36108,18.79525,14.19934,11.82171,9.925714,9.810754,9.806604,9.78457,9.762446,-0.088414,-0.781688,9.91386,-0.107066,-0.94404,9.79967,210629,20911,20.58,35.23,38.48,25.01,11.6,1.04,0.6,2.36,0.39,0.29,6.3,18.66,2.99,2.108,5.81,11.96,1.2,13.06454,9.747955
