"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_9"
"2025-01-01 01:40:00",31342,12.22,11.61,5.020318,4.924524,4.997888,4.87298,4.800562,4.797326,4.773431,4.760553,4.689111,4.630853,11.73443,91.62485,4.888054,10.72179,83.06053,4.584297,250101,24149,4.985,23.48,38,24.7,91.01,11.63,7.65,33.44,0.79,0.86,6.21,19.06,2.31,3.21,2.264,6.14,10.73,1.19,13.16158,4.616665
"2025-01-01 01:50:00",31343,12.23,11.46,4.985895,4.91723,4.985315,4.917322,4.842432,4.856988,4.877588,4.818902,4.795221,4.749933,11.8069,92.25306,4.914177,10.9431,85.08242,4.723564,250101,25149,4.975,23.48,38.02,24.71,91,11.63,5.85,25.59,0.8,0.87,6.21,19.07,2.39,3.21,2.261,6.15,10.71,1.19,13.16106,4.736823
"2025-01-01 02:00:00",31344,12.23,11.34,4.974939,4.901697,4.983118,4.955652,4.870111,4.902856,4.919672,4.928674,4.916559,4.7781,11.95359,93.51166,4.960754,11.0181,85.68595,4.732742,250101,30149,4.962,23.47,38.02,24.71,90.8,11.61,6.62,28.96,0.82,0.9,6.22,19.09,2.34,3.22,2.266,6.15,10.7,1.2,13.15602,4.766269
"2025-01-01 02:10:00",31345,12.22,11.22,4.968256,4.899927,4.976465,4.964441,4.89602,4.922082,4.945764,4.93963,4.877557,4.79931,11.96237,93.70262,5.011291,11.10467,86.25004,4.684021,250101,31149,4.956,23.46,38.02,24.71,90.78,11.61,6.41,28.02,0.83,0.91,6.22,19.1,2.33,3.22,2.27,6.15,10.69,1.2,13.16369,4.784791
"2025-01-01 02:20:00",31346,12.21,11.13,4.977319,4.900995,4.978113,4.976221,4.895593,4.928278,4.96972,4.979608,4.928064,4.828851,11.94751,93.63929,5.033234,10.91954,85.03994,4.787445,250101,32149,4.958,23.47,38.02,24.71,90.93,11.62,7.13,31.18,1.01,1.11,6.21,19.07,2.35,3.22,2.269,6.15,10.7,1.2,13.15849,4.794207
"2025-01-01 02:30:00",31347,12.19,11.05,4.989038,4.934991,4.991693,4.982904,4.916711,4.946924,4.982721,4.98269,4.862298,4.648584,11.96894,93.84994,5.050835,10.86237,84.20925,4.611542,250101,33149,4.995,23.44,37.94,24.66,91.48,11.68,9.79,42.75,0.93,1.02,6.21,19.07,2.32,3.22,2.271,6.14,10.69,1.2,13.16681,4.632816
"2025-01-01 02:40:00",31348,12.18,10.96,4.945459,4.915063,5.000268,4.991846,4.911615,4.895715,4.875238,4.80459,4.661035,4.62185,11.90569,93.31641,5.035225,10.64458,82.45704,4.581802,250101,34149,4.976,23.45,37.98,24.69,91.26,11.66,7.45,32.57,0.93,1.02,6.23,19.13,2.28,3.23,2.276,6.14,10.67,1.2,13.1643,4.604805
"2025-01-01 02:50:00",31349,12.17,10.9,4.94967,4.886682,4.964838,4.988794,4.906732,4.924493,4.889612,4.836938,4.749231,4.6289,11.93085,93.51515,5.035896,10.61861,82.26792,4.587486,250101,35149,4.958,23.46,38.01,24.71,90.93,11.62,5.75,25.14,0.82,0.9,6.21,19.06,2.31,3.22,2.268,6.14,10.64,1.19,13.15728,4.616129
"2025-01-01 03:00:00",31350,12.19,10.86,4.942621,4.881494,4.96087,4.97503,4.899744,4.92016,4.906152,4.860864,4.723871,4.65481,11.93165,93.52778,5.038536,10.70816,83.01414,4.611702,250101,40149,4.94,23.46,38.03,24.72,90.77,11.61,6.63,28.97,1.03,1.13,6.23,19.14,2.34,3.23,2.276,6.15,10.65,1.19,13.167,4.63809
"2025-01-01 03:10:00",31351,12.19,10.83,4.926599,4.876306,4.962793,4.954828,4.883112,4.908838,4.865228,4.80108,4.712488,4.659662,11.90126,93.28277,5.035713,10.73589,83.22972,4.612045,250101,41149,4.942,23.45,38.01,24.71,90.88,11.62,8.07,35.25,1.04,1.15,6.23,19.14,2.3,3.24,2.281,6.15,10.66,1.19,13.14963,4.647767
"2025-01-01 03:20:00",31352,12.19,10.81,4.941461,4.872217,4.965845,4.964624,4.896997,4.92663,4.921136,4.788598,4.737024,4.686456,11.91488,93.39148,5.036545,10.76391,83.50034,4.636604,250101,42149,4.941,23.44,38,24.7,90.88,11.62,7.93,34.65,1.02,1.13,6.23,19.12,2.26,3.24,2.282,6.14,10.66,1.19,13.15866,4.66452
"2025-01-01 03:30:00",31353,12.18,10.77,4.959528,4.892877,4.981714,4.995538,4.928369,4.959192,4.995325,4.854303,4.853479,4.70907,12.02312,94.29984,5.061127,10.86485,84.33953,4.662163,250101,43149,4.956,23.44,37.97,24.68,91.02,11.64,8.03,35.1,1.13,1.25,6.22,19.1,2.28,3.24,2.284,6.14,10.64,1.19,13.16981,4.692567
"2025-01-01 03:40:00",31354,12.14,10.71,4.966486,4.902216,4.983392,4.995813,4.929559,4.964563,4.99624,4.917352,4.81582,4.721582,12.02258,94.35259,5.084549,10.87568,84.44107,4.670174,250101,44149,4.984,23.43,37.94,24.66,91.36,11.67,7.6,33.21,0.99,1.1,6.2,19.04,2.32,3.24,2.282,6.14,10.62,1.2,13.15715,4.707941
"2025-01-01 03:50:00",31355,12.17,10.7,4.971582,4.915368,4.987512,4.988184,4.912866,4.9508,4.928735,4.904077,4.867578,4.755182,11.98197,94.0048,5.072578,10.92647,84.92636,4.711388,250101,45149,4.98,23.42,37.93,24.65,91.26,11.66,6.93,30.39,0.79,0.86,6.2,19.05,2.38,3.24,2.285,6.14,10.65,1.2,13.16673,4.744134
"2025-01-01 04:00:00",31356,12.15,10.68,4.966119,4.910882,4.984369,4.984399,4.909021,4.924676,4.924371,4.929529,4.892694,4.82522,11.92872,93.53702,5.051819,10.98396,85.51776,4.776611,250101,50149,4.969,23.43,37.94,24.66,91.18,11.65,8.189999,35.77,0.85,0.93,6.23,19.12,2.39,3.24,2.284,6.15,10.62,1.2,13.15076,4.810506
"2025-01-01 04:10:00",31357,12.14,10.64,4.947839,4.914728,4.996179,4.99325,4.926965,4.945459,4.974847,4.935724,4.905969,4.856592,11.92244,93.51129,5.06163,11.04511,86.06816,4.809944,250101,51149,4.982,23.43,37.93,24.66,91.3,11.66,6.69,29.27,0.84,0.92,6.21,19.07,2.35,3.23,2.272,6.15,10.62,1.2,13.15466,4.838359
"2025-01-01 04:20:00",31358,12.14,10.57,4.94436,4.918146,5.004449,4.994775,4.927057,4.96084,4.969842,4.937066,4.903253,4.856622,11.96189,93.83999,5.069595,11.13663,86.78665,4.812271,250101,52149,4.985,23.42,37.92,24.65,91.24,11.66,6.22,27.19,1.07,1.18,6.22,19.11,2.32,3.25,2.287,6.15,10.62,1.2,13.15844,4.856758
"2025-01-01 04:30:00",31359,12.22,10.5,4.953119,4.924005,4.999475,4.997003,4.928338,4.933496,4.915765,4.921747,4.888482,4.852167,11.94942,93.72808,5.063789,11.06779,86.24646,4.810623,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.15459,4.841975
"2025-01-01 04:40:00",31360,12.15,10.44,4.952692,4.917261,4.991296,4.996667,4.918298,4.887933,4.920648,4.929803,4.884363,4.859766,11.84321,92.82937,5.036377,11.10393,86.53338,4.812943,250101,54149,4.968,23.43,37.95,24.67,91.17,11.65,7.97,34.82,1.13,1.25,6.22,19.1,2.34,3.25,2.286,6.15,10.63,1.19,13.16792,4.844224
"2025-01-01 04:50:00",31361,12.15,10.4,4.948511,4.898248,4.968194,4.988886,4.877832,4.891595,4.935998,4.928156,4.909296,4.881616,11.85955,92.90648,5.015114,11.10595,86.60617,4.838432,250101,55149,4.963,23.43,37.96,24.68,91.02,11.64,7.71,33.71,0.87,0.95,6.22,19.09,2.33,3.24,2.284,6.15,10.62,1.19,13.16568,4.869298
"2025-01-01 05:00:00",31362,12.15,10.34,4.940668,4.89953,4.977868,4.977868,4.876459,4.90365,4.944421,4.942896,4.917688,4.892297,11.86365,92.95504,5.021927,11.13695,86.85013,4.839424,250101,60149,4.961,23.44,37.97,24.68,91.07,11.64,6.87,30.02,0.82,0.9,6.22,19.11,2.39,3.25,2.287,6.15,10.63,1.19,13.15218,4.882403
"2025-01-01 05:10:00",31363,12.15,10.26,4.932092,4.890192,4.965692,4.976098,4.87417,4.909784,4.946344,4.946283,4.916742,4.886224,11.90817,93.33654,5.035545,11.123,86.73609,4.837097,250101,61149,4.947,23.44,37.98,24.69,90.92,11.63,6.95,30.37,0.99,1.09,6.23,19.13,2.43,3.24,2.285,6.15,10.62,1.19,13.14718,4.875743
"2025-01-01 05:20:00",31364,12.16,10.18,4.921808,4.883905,4.971368,4.97262,4.876367,4.909784,4.938562,4.940668,4.909448,4.88891,11.88431,93.1492,5.035393,11.11359,86.66658,4.83876,250101,62149,4.954,23.43,37.96,24.67,91.02,11.64,8.26,36.12,1.18,1.3,6.24,19.15,2.37,3.25,2.288,6.14,10.62,1.19,13.15786,4.878096
"2025-01-01 05:30:00",31365,12.14,10.08,4.915582,4.874536,4.964624,4.967737,4.878656,4.90133,4.935938,4.932428,4.898492,4.881372,11.84898,92.8713,5.035042,11.10483,86.59478,4.837265,250101,63149,4.945,23.42,37.96,24.68,90.98,11.64,8.61,37.61,1.01,1.12,6.23,19.13,2.36,3.25,2.291,6.14,10.62,1.21,13.16132,4.870795
"2025-01-01 05:40:00",31366,12.15,9.99,4.91015,4.879877,4.965143,4.963556,4.879449,4.899622,4.933435,4.926355,4.901025,4.877924,11.80556,92.53009,5.034554,11.07262,86.33834,4.83493,250101,64149,4.938,23.43,37.99,24.69,90.71,11.6,7.73,33.79,1.09,1.2,6.23,19.12,2.32,3.25,2.289,6.15,10.62,1.21,13.17974,4.86793
"2025-01-01 05:50:00",31367,12.14,9.92,4.910028,4.856439,4.948694,4.966333,4.889032,4.897546,4.927362,4.924036,4.905847,4.881982,11.79215,92.41014,5.028412,11.04941,86.16304,4.837425,250101,65149,4.921,23.42,37.99,24.69,90.8,11.62,7.13,31.17,0.94,1.04,6.23,19.12,2.32,3.25,2.292,6.15,10.61,1.21,13.16052,4.86947
"2025-01-01 06:00:00",31368,12.14,9.86,4.920282,4.866571,4.948816,4.965967,4.88421,4.896264,4.919427,4.924371,4.905267,4.884668,11.79651,92.4396,5.026405,11.04171,86.10302,4.837425,250101,70149,4.933,23.44,38.01,24.7,90.82,11.62,6.83,29.88,0.95,1.05,6.24,19.15,2.33,3.26,2.299,6.14,10.61,1.21,13.15369,4.872791
"2025-01-01 06:10:00",31369,12.15,9.79,4.916437,4.871088,4.946496,4.964929,4.878046,4.878168,4.922754,4.928888,4.906335,4.883813,11.75979,92.11855,5.012459,11.01225,85.86737,4.83477,250101,71149,4.933,23.44,38,24.7,90.76,11.61,6.76,29.55,1.02,1.12,6.23,19.13,2.3,3.26,2.297,6.14,10.62,1.21,13.14611,4.870724
"2025-01-01 06:20:00",31370,12.15,9.76,4.912012,4.866968,4.949884,4.958582,4.8612,4.886224,4.92666,4.935388,4.838312,4.771631,11.77651,92.2473,5.011459,10.87312,84.56851,4.737244,250101,72149,4.933,23.44,38,24.7,90.62,11.59,7.63,33.34,0.85,0.93,6.23,19.14,2.41,3.26,2.295,6.15,10.6,1.19,13.15089,4.752852
"2025-01-01 06:30:00",31371,12.14,9.69,4.908228,4.866907,4.947107,4.95318,4.854272,4.884698,4.926843,4.927942,4.824609,4.756586,11.78746,92.33622,5.012787,10.81972,84.0987,4.712395,250101,73149,4.93,23.43,38,24.7,90.64,11.6,8.16,35.67,1.1,1.21,6.24,19.17,2.4,3.27,2.302,6.15,10.61,1.19,13.16805,4.741385
"2025-01-01 06:40:00",31372,12.14,9.66,4.906244,4.868005,4.946954,4.952112,4.854303,4.887781,4.931329,4.918115,4.853418,4.781732,11.79567,92.39885,5.012131,10.84693,84.33242,4.72258,250101,74149,4.928,23.44,38.02,24.71,90.59,11.59,7.9,34.53,1.14,1.26,6.22,19.09,2.86,3.27,2.303,6.14,10.61,1.19,13.16599,4.761162
"2025-01-01 06:50:00",31373,12.15,9.7,4.91607,4.866968,4.947687,4.951776,4.858484,4.888818,4.930841,4.916498,4.858331,4.785089,11.79139,92.36431,5.011627,10.87406,84.57313,4.736099,250101,75149,4.929,23.45,38.02,24.71,90.52,11.58,6.58,28.78,1.05,1.16,6.25,19.19,2.23,3.28,2.308,6.14,10.6,1.19,13.1692,4.770298
"2025-01-01 07:00:00",31374,12.14,9.72,4.913354,4.87124,4.948602,4.952081,4.860437,4.888391,4.918817,4.87887,4.797052,4.744165,11.82193,92.60354,5.011627,10.75033,83.52974,4.698723,250101,80149,4.932,23.45,38.03,24.72,90.45,11.57,7.88,34.45,1.01,1.12,6.23,19.14,2.32,3.28,2.309,6.14,10.6,1.19,13.15897,4.731341
"2025-01-01 07:10:00",31375,12.15,9.76,4.913354,4.868982,4.948114,4.951288,4.861841,4.872552,4.883172,4.810236,4.745172,4.71203,11.77964,92.27056,5.010956,10.63258,82.53231,4.660316,250101,81149,4.93,23.46,38.05,24.73,90.3,11.55,7.91,34.55,1.13,1.25,6.23,19.12,2.53,3.28,2.308,6.14,10.61,1.19,13.15244,4.693415
"2025-01-01 07:20:00",31376,12.13,9.77,4.896844,4.860132,4.940088,4.947656,4.862482,4.875055,4.864709,4.812372,4.755212,4.717462,11.75632,92.08201,5.008469,10.5783,82.11563,4.662483,250101,82149,4.925,23.44,38.01,24.71,90.47,11.58,8.14,33.46,1.06,1.17,6.24,19.16,2.43,3.28,2.313,6.14,10.6,1.19,13.14663,4.697813
"2025-01-01 07:30:00",31377,12.26,9.75,4.880029,4.854242,4.944543,4.944788,4.862817,4.873132,4.891229,4.834192,4.786798,4.72149,11.70165,91.6499,5.006805,10.64968,82.68197,4.668175,250101,83149,4.93,23.44,38.02,24.71,90.3,11.55,6.82,29.8,0.98,1.07,6.22,19.11,2.35,3.29,2.316,6.14,10.84,1.19,13.15329,4.710827
"2025-01-01 07:40:00",31378,12.26,9.71,4.877862,4.846338,4.948724,4.94549,4.856531,4.861444,4.840143,4.83352,4.76513,4.711847,11.71899,91.75252,4.992851,10.60849,82.35075,4.662819,250101,84149,4.925,23.45,38.03,24.72,90.31,11.56,7.48,32.7,1.03,1.14,6.25,19.2,2.29,3.29,2.32,6.15,10.84,1.19,13.16548,4.698845
"2025-01-01 07:50:00",31379,12.23,9.68,4.8789,4.849054,4.944971,4.941858,4.855493,4.813409,4.831323,4.826929,4.76864,4.716211,11.61334,90.85282,4.961914,10.60802,82.34899,4.663658,250101,85149,4.915,23.45,38.04,24.72,90.31,11.56,8.17,35.7,0.91,1,6.23,19.13,2.47,3.3,2.323,6.14,10.73,1.19,13.16759,4.704814
"2025-01-01 08:00:00",31380,12.27,9.64,4.881494,4.839044,4.940759,4.93609,4.843011,4.812463,4.82995,4.822839,4.772943,4.722986,11.57996,90.53332,4.936981,10.61147,82.4161,4.68251,250101,90149,4.914,23.45,38.05,24.73,90.26,11.55,7.91,34.56,0.9,0.98,6.24,19.16,2.25,3.3,2.322,6.14,10.61,1.2,13.17009,4.71302
"2025-01-01 08:10:00",31381,12.41,9.59,4.896539,4.844629,4.941705,4.939447,4.826288,4.808099,4.830102,4.831354,4.784601,4.730859,11.55285,90.30493,4.929993,10.68038,82.96354,4.688194,250101,91149,4.92,23.47,38.06,24.74,90.16,11.54,7.85,34.29,0.79,0.86,6.25,19.18,2.36,3.29,2.322,6.15,10.96,1.2,13.16302,4.720876
"2025-01-01 08:20:00",31382,12.43,9.52,4.890283,4.834222,4.934747,4.936242,4.838434,4.815332,4.838464,4.837671,4.799341,4.740014,11.57323,90.47898,4.93631,10.72276,83.3248,4.703049,250101,92149,4.9,23.44,38.04,24.73,90.18,11.55,5.78,25.29,0.81,0.89,6.24,19.17,2.33,3.3,2.325,6.15,10.82,1.2,13.14599,4.731369
"2025-01-01 08:30:00",31383,12.74,9.47,4.894891,4.833429,4.925928,4.93435,4.818323,4.828271,4.85174,4.849756,4.814722,4.777185,11.59798,90.68296,4.940796,10.77957,83.79104,4.714394,250101,93149,4.891,23.43,38.04,24.73,90.32,11.57,7.03,30.72,0.81,0.88,6.24,19.15,2.29,3.3,2.324,6.15,11.1,1.2,13.14837,4.757844
"2025-01-01 08:40:00",31384,12.78,9.43,4.8948,4.830926,4.924768,4.928583,4.821008,4.842981,4.853692,4.853967,4.822351,4.75976,11.68441,91.40161,4.958939,10.77707,83.77258,4.714912,250101,94149,4.891,23.44,38.06,24.74,90.23,11.56,5.56,24.34,0.67,0.72,6.24,19.16,2.34,3.3,2.326,6.15,11.11,1.2,13.15941,4.751094
"2025-01-01 08:50:00",31385,12.93,9.43,4.892786,4.828485,4.914453,4.925928,4.833459,4.8565,4.862909,4.860132,4.817834,4.775079,11.74284,91.87422,4.965408,10.79295,83.93943,4.734756,250101,95149,4.891,23.43,38.04,24.73,90.39,11.58,5.75,25.16,0.69,0.75,6.24,19.15,2.3,3.3,2.328,6.15,11.23,1.2,13.16464,4.763588
"2025-01-01 09:00:00",31386,12.85,9.43,4.906854,4.833063,4.915521,4.925256,4.837427,4.865838,4.873651,4.861047,4.820917,4.762598,11.72947,91.81614,4.985039,10.74192,83.4955,4.713066,250101,100149,4.891,23.44,38.06,24.74,90.27,11.56,6.39,27.96,0.73,0.8,6.25,19.18,2.16,3.31,2.334,6.15,11.32,1.2,13.1698,4.746388
"2025-01-01 09:10:00",31387,13.16,9.47,4.90542,4.835199,4.903986,4.906122,4.827692,4.861719,4.88952,4.888544,4.85412,4.784753,11.79909,92.36074,4.984871,10.79314,83.9536,4.740593,250101,101149,4.893,23.45,38.07,24.75,90.28,11.56,5.46,23.9,0.68,0.74,6.24,19.17,2.34,3.31,2.336,6.14,11.67,1.2,13.161,4.773803
"2025-01-01 09:20:00",31388,13.64,9.52,4.926568,4.829278,4.906152,4.905756,4.830713,4.862909,4.897668,4.899622,4.834436,4.791681,11.80445,92.39621,4.982208,10.91408,84.89948,4.74292,250101,102149,4.89,23.46,38.09,24.76,90.06,11.53,6.39,27.94,0.74,0.81,6.24,19.15,2.21,3.32,2.338,6.14,12.34,1.2,13.15996,4.784265
"2025-01-01 09:30:00",31389,13.95,9.63,4.97323,4.828119,4.899194,4.903558,4.827356,4.863153,4.900506,4.89776,4.86413,4.774988,11.8539,92.79135,4.985527,10.77817,83.82881,4.736755,250101,103149,4.879,23.44,38.07,24.74,90.26,11.56,6.16,26.96,0.73,0.8,6.25,19.19,2.41,3.32,2.34,6.15,12.71,1.2,13.15639,4.760751
"2025-01-01 09:40:00",31390,13.85,9.72,5.001031,4.832117,4.899286,4.901605,4.829523,4.86059,4.898096,4.907556,4.842981,4.765649,11.86252,92.84292,4.978882,10.89151,84.7096,4.736412,250101,104149,4.879,23.42,38.04,24.73,90.29,11.57,6,26.23,0.69,0.75,6.24,19.16,2.38,3.32,2.34,6.14,12.57,1.19,13.14695,4.763006
"2025-01-01 09:50:00",31391,13.91,9.83,4.942468,4.8294,4.90191,4.902429,4.82998,4.86236,4.892542,4.875482,4.862604,4.777673,11.92709,93.36174,4.984535,10.82872,84.22562,4.738419,250101,105149,4.883,23.42,38.03,24.72,90.58,11.6,5.9,25.82,0.71,0.77,6.24,19.15,2.35,3.33,2.344,6.14,12.28,1.19,13.15716,4.767801
"2025-01-01 10:00:00",31392,13.95,9.92,4.92843,4.832239,4.907526,4.908899,4.827905,4.862665,4.893182,4.874506,4.81582,4.768548,11.88404,93.01725,4.981369,10.99037,85.46079,4.728416,250101,110149,4.889,23.41,38.01,24.71,90.7,11.62,6.32,27.64,0.77,0.84,6.24,19.16,2.38,3.33,2.347,6.14,12.66,1.19,13.16444,4.791721
"2025-01-01 10:10:00",31393,13.43,10.01,4.933435,4.84231,4.910608,4.913263,4.8341,4.869531,4.904016,4.902551,4.844293,4.748865,11.91862,93.29875,4.985855,10.74522,83.51962,4.712395,250101,111149,4.9,23.41,37.99,24.69,90.81,11.63,6.31,27.61,0.77,0.84,6.22,19.11,2.39,3.33,2.348,6.15,12.12,1.19,13.16914,4.737715
"2025-01-01 10:20:00",31394,13.9,10.07,4.942499,4.839227,4.915338,4.916834,4.852716,4.879663,4.911676,4.900018,4.842432,4.76272,11.96872,93.70826,4.993011,10.77441,83.74582,4.712059,250101,112149,4.897,23.42,38.02,24.71,90.79,11.62,6.44,28.17,0.84,0.92,6.23,19.14,2.23,3.33,2.35,6.15,12.66,1.19,13.15422,4.75108
"2025-01-01 10:30:00",31395,13.88,10.14,4.969537,4.850397,4.922449,4.919458,4.851587,4.87597,4.913019,4.926446,4.872034,4.795801,11.92081,93.34112,4.99633,10.81712,84.18164,4.759605,250101,113149,4.906,23.42,38.01,24.7,90.93,11.64,5.6,24.51,0.66,0.72,6.23,19.12,2.38,3.33,2.347,6.14,12.59,1.2,13.15059,4.778388
"2025-01-01 10:40:00",31396,13.9,10.31,4.99862,4.860742,4.933954,4.927423,4.860895,4.891229,4.913141,4.916315,4.884424,4.814538,11.9505,93.59452,5.00499,11.03605,85.94828,4.787781,250101,114149,4.913,23.42,38,24.7,91.07,11.66,5.78,25.29,0.7,0.76,6.23,19.12,2.34,3.33,2.349,6.15,12.58,1.2,13.14674,4.808644
"2025-01-01 10:50:00",31397,13.9,10.76,5.06106,4.88836,4.941186,4.934564,4.863519,4.896539,4.933252,4.943292,4.895471,4.837946,11.92069,93.3759,5.011124,11.02655,85.88755,4.793777,250101,115149,4.923,23.42,37.99,24.69,90.72,11.61,5.77,25.24,0.69,0.75,6.23,19.14,2.3,3.34,2.353,6.14,12.59,1.2,13.15377,4.82531
"2025-01-01 11:00:00",31398,13.92,11.33,5.152032,4.921502,4.963647,4.956628,4.883356,4.913416,4.95199,4.96853,4.929284,4.858942,11.91589,93.35222,5.016952,11.11255,86.59931,4.812439,250101,120149,4.955,23.42,37.94,24.66,91.26,11.67,5.72,25.04,0.7,0.76,6.21,19.06,2.54,3.34,2.353,6.15,12.6,1.2,13.16257,4.851715
"2025-01-01 11:10:00",31399,13.9,11.8,5.316339,4.972467,5.005334,4.966821,4.894617,4.921625,4.962762,4.962244,4.940515,4.891595,11.94579,93.63339,5.036377,11.15545,87.02665,4.853752,250101,121149,4.977,23.45,37.97,24.68,91.36,11.67,5.01,21.95,0.66,0.72,6.19,19.01,2.33,3.34,2.351,6.14,12.6,1.2,13.16777,4.878053
"2025-01-01 11:20:00",31400,13.78,12.17,5.20498,4.942621,4.989374,4.979028,4.907739,4.93493,4.973566,4.975458,4.935388,4.878595,12.00633,94.11487,5.039207,11.18767,87.25319,4.842766,250101,122149,4.967,23.43,37.96,24.67,91.52,11.7,5.69,24.91,0.7,0.76,6.21,19.06,2.35,3.34,2.352,6.14,12.34,1.19,13.16457,4.880263
